"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","task","correct_response","word","color","congruency","correct"
"191125","Welcome to the experiment. Press any key to begin."," ","html-keyboard-response","0","191126","0.0-0.0","","","","","",""
"838","
    <p>In this task, you will see word in a color</p>
    <p style='color:red;font-size:60pt;'>BLUE</p>
    <p>Press r, g, b, or y to identify the color, not the word</p>
    <p>E.g., press r for red in this example</p>
    <p>Make your responses as quickly and accurately as possible</p>
    <p>Press any key to begin.</p>
    "," ","html-keyboard-response","1","191967","0.0-1.0","","","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","2","194971","0.0-2.0-0.0","fixation","","","","",""
"727","<p style='color:green;font-size:60pt;'>BLUE</p>","g","html-keyboard-response","3","195701","0.0-2.0-1.0","stroop","g","BLUE","green","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","4","196704","0.0-2.0-0.1","fixation","","","","",""
"751","<p style='color:blue;font-size:60pt;'>YELLOW</p>","b","html-keyboard-response","5","197457","0.0-2.0-1.1","stroop","b","YELLOW","blue","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","6","199460","0.0-2.0-0.2","fixation","","","","",""
"718","<p style='color:red;font-size:60pt;'>BLUE</p>","r","html-keyboard-response","7","200179","0.0-2.0-1.2","stroop","r","BLUE","red","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","8","202182","0.0-2.0-0.3","fixation","","","","",""
"1033","<p style='color:green;font-size:60pt;'>GREEN</p>","g","html-keyboard-response","9","203217","0.0-2.0-1.3","stroop","g","GREEN","green","Congruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","10","205220","0.0-2.0-0.4","fixation","","","","",""
"650","<p style='color:blue;font-size:60pt;'>RED</p>","b","html-keyboard-response","11","205872","0.0-2.0-1.4","stroop","b","RED","blue","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","12","207874","0.0-2.0-0.5","fixation","","","","",""
"674","<p style='color:red;font-size:60pt;'>GREEN</p>","r","html-keyboard-response","13","208549","0.0-2.0-1.5","stroop","r","GREEN","red","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","14","210551","0.0-2.0-0.6","fixation","","","","",""
"606","<p style='color:red;font-size:60pt;'>YELLOW</p>","r","html-keyboard-response","15","211159","0.0-2.0-1.6","stroop","r","YELLOW","red","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","16","213161","0.0-2.0-0.7","fixation","","","","",""
"583","<p style='color:yellow;font-size:60pt;'>BLUE</p>","y","html-keyboard-response","17","213746","0.0-2.0-1.7","stroop","y","BLUE","yellow","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","18","214748","0.0-2.0-0.8","fixation","","","","",""
"550","<p style='color:yellow;font-size:60pt;'>RED</p>","y","html-keyboard-response","19","215299","0.0-2.0-1.8","stroop","y","RED","yellow","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","20","216301","0.0-2.0-0.9","fixation","","","","",""
"515","<p style='color:yellow;font-size:60pt;'>YELLOW</p>","y","html-keyboard-response","21","216817","0.0-2.0-1.9","stroop","y","YELLOW","yellow","Congruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","22","218820","0.0-2.0-0.10","fixation","","","","",""
"573","<p style='color:blue;font-size:60pt;'>GREEN</p>","b","html-keyboard-response","23","219394","0.0-2.0-1.10","stroop","b","GREEN","blue","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","24","220396","0.0-2.0-0.11","fixation","","","","",""
"627","<p style='color:yellow;font-size:60pt;'>GREEN</p>","y","html-keyboard-response","25","221025","0.0-2.0-1.11","stroop","y","GREEN","yellow","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","26","223027","0.0-2.0-0.12","fixation","","","","",""
"595","<p style='color:red;font-size:60pt;'>RED</p>","r","html-keyboard-response","27","223624","0.0-2.0-1.12","stroop","r","RED","red","Congruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","28","225627","0.0-2.0-0.13","fixation","","","","",""
"899","<p style='color:green;font-size:60pt;'>RED</p>","g","html-keyboard-response","29","226527","0.0-2.0-1.13","stroop","g","RED","green","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","30","227529","0.0-2.0-0.14","fixation","","","","",""
"683","<p style='color:blue;font-size:60pt;'>BLUE</p>","b","html-keyboard-response","31","228214","0.0-2.0-1.14","stroop","b","BLUE","blue","Congruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","32","230216","0.0-2.0-0.15","fixation","","","","",""
"1552","<p style='color:green;font-size:60pt;'>YELLOW</p>","g","html-keyboard-response","33","231769","0.0-2.0-1.15","stroop","g","YELLOW","green","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","34","232772","0.0-2.0-0.16","fixation","","","","",""
"593","<p style='color:yellow;font-size:60pt;'>RED</p>","y","html-keyboard-response","35","233365","0.0-2.0-1.16","stroop","y","RED","yellow","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","36","235368","0.0-2.0-0.17","fixation","","","","",""
"855","<p style='color:green;font-size:60pt;'>RED</p>","g","html-keyboard-response","37","236224","0.0-2.0-1.17","stroop","g","RED","green","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","38","238226","0.0-2.0-0.18","fixation","","","","",""
"629","<p style='color:red;font-size:60pt;'>YELLOW</p>","b","html-keyboard-response","39","238857","0.0-2.0-1.18","stroop","r","YELLOW","red","Incongruent","false"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","40","239859","0.0-2.0-0.19","fixation","","","","",""
"571","<p style='color:yellow;font-size:60pt;'>BLUE</p>","b","html-keyboard-response","41","240431","0.0-2.0-1.19","stroop","y","BLUE","yellow","Incongruent","false"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","42","241433","0.0-2.0-0.20","fixation","","","","",""
"1101","<p style='color:green;font-size:60pt;'>YELLOW</p>","g","html-keyboard-response","43","242536","0.0-2.0-1.20","stroop","g","YELLOW","green","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","44","244538","0.0-2.0-0.21","fixation","","","","",""
"640","<p style='color:blue;font-size:60pt;'>RED</p>","b","html-keyboard-response","45","245179","0.0-2.0-1.21","stroop","b","RED","blue","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","46","247182","0.0-2.0-0.22","fixation","","","","",""
"1912","<p style='color:green;font-size:60pt;'>BLUE</p>","g","html-keyboard-response","47","249094","0.0-2.0-1.22","stroop","g","BLUE","green","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","48","251097","0.0-2.0-0.23","fixation","","","","",""
"516","<p style='color:blue;font-size:60pt;'>YELLOW</p>","b","html-keyboard-response","49","251614","0.0-2.0-1.23","stroop","b","YELLOW","blue","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","50","253615","0.0-2.0-0.24","fixation","","","","",""
"1080","<p style='color:red;font-size:60pt;'>BLUE</p>","r","html-keyboard-response","51","254696","0.0-2.0-1.24","stroop","r","BLUE","red","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","52","256698","0.0-2.0-0.25","fixation","","","","",""
"743","<p style='color:yellow;font-size:60pt;'>YELLOW</p>","y","html-keyboard-response","53","257442","0.0-2.0-1.25","stroop","y","YELLOW","yellow","Congruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","54","259445","0.0-2.0-0.26","fixation","","","","",""
"607","<p style='color:blue;font-size:60pt;'>BLUE</p>","b","html-keyboard-response","55","260053","0.0-2.0-1.26","stroop","b","BLUE","blue","Congruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","56","262055","0.0-2.0-0.27","fixation","","","","",""
"876","<p style='color:blue;font-size:60pt;'>GREEN</p>","b","html-keyboard-response","57","262932","0.0-2.0-1.27","stroop","b","GREEN","blue","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","58","263934","0.0-2.0-0.28","fixation","","","","",""
"976","<p style='color:green;font-size:60pt;'>GREEN</p>","g","html-keyboard-response","59","264911","0.0-2.0-1.28","stroop","g","GREEN","green","Congruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","60","266913","0.0-2.0-0.29","fixation","","","","",""
"541","<p style='color:yellow;font-size:60pt;'>GREEN</p>","y","html-keyboard-response","61","267454","0.0-2.0-1.29","stroop","y","GREEN","yellow","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","62","268457","0.0-2.0-0.30","fixation","","","","",""
"866","<p style='color:red;font-size:60pt;'>GREEN</p>","r","html-keyboard-response","63","269324","0.0-2.0-1.30","stroop","r","GREEN","red","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","64","271327","0.0-2.0-0.31","fixation","","","","",""
"1595","<p style='color:red;font-size:60pt;'>RED</p>","r","html-keyboard-response","65","272923","0.0-2.0-1.31","stroop","r","RED","red","Congruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","66","274926","0.0-2.0-0.32","fixation","","","","",""
"471","<p style='color:red;font-size:60pt;'>RED</p>","r","html-keyboard-response","67","275398","0.0-2.0-1.32","stroop","r","RED","red","Congruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","68","277401","0.0-2.0-0.33","fixation","","","","",""
"674","<p style='color:yellow;font-size:60pt;'>GREEN</p>","y","html-keyboard-response","69","278075","0.0-2.0-1.33","stroop","y","GREEN","yellow","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","70","280078","0.0-2.0-0.34","fixation","","","","",""
"583","<p style='color:blue;font-size:60pt;'>BLUE</p>","b","html-keyboard-response","71","280663","0.0-2.0-1.34","stroop","b","BLUE","blue","Congruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","72","282665","0.0-2.0-0.35","fixation","","","","",""
"517","<p style='color:yellow;font-size:60pt;'>BLUE</p>","y","html-keyboard-response","73","283183","0.0-2.0-1.35","stroop","y","BLUE","yellow","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","74","285185","0.0-2.0-0.36","fixation","","","","",""
"1214","<p style='color:blue;font-size:60pt;'>RED</p>","b","html-keyboard-response","75","286400","0.0-2.0-1.36","stroop","b","RED","blue","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","76","288402","0.0-2.0-0.37","fixation","","","","",""
"877","<p style='color:red;font-size:60pt;'>YELLOW</p>","r","html-keyboard-response","77","289280","0.0-2.0-1.37","stroop","r","YELLOW","red","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","78","291283","0.0-2.0-0.38","fixation","","","","",""
"1169","<p style='color:green;font-size:60pt;'>YELLOW</p>","g","html-keyboard-response","79","292453","0.0-2.0-1.38","stroop","g","YELLOW","green","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","80","293455","0.0-2.0-0.39","fixation","","","","",""
"752","<p style='color:blue;font-size:60pt;'>YELLOW</p>","b","html-keyboard-response","81","294208","0.0-2.0-1.39","stroop","b","YELLOW","blue","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","82","296210","0.0-2.0-0.40","fixation","","","","",""
"607","<p style='color:yellow;font-size:60pt;'>RED</p>","y","html-keyboard-response","83","296818","0.0-2.0-1.40","stroop","y","RED","yellow","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","84","297820","0.0-2.0-0.41","fixation","","","","",""
"527","<p style='color:yellow;font-size:60pt;'>YELLOW</p>","y","html-keyboard-response","85","298348","0.0-2.0-1.41","stroop","y","YELLOW","yellow","Congruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","86","300350","0.0-2.0-0.42","fixation","","","","",""
"989","<p style='color:green;font-size:60pt;'>BLUE</p>","g","html-keyboard-response","87","301341","0.0-2.0-1.42","stroop","g","BLUE","green","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","88","302343","0.0-2.0-0.43","fixation","","","","",""
"864","<p style='color:green;font-size:60pt;'>RED</p>","g","html-keyboard-response","89","303208","0.0-2.0-1.43","stroop","g","RED","green","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","90","304211","0.0-2.0-0.44","fixation","","","","",""
"819","<p style='color:blue;font-size:60pt;'>GREEN</p>","b","html-keyboard-response","91","305031","0.0-2.0-1.44","stroop","b","GREEN","blue","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","92","307033","0.0-2.0-0.45","fixation","","","","",""
"742","<p style='color:red;font-size:60pt;'>BLUE</p>","r","html-keyboard-response","93","307776","0.0-2.0-1.45","stroop","r","BLUE","red","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","94","309778","0.0-2.0-0.46","fixation","","","","",""
"853","<p style='color:green;font-size:60pt;'>GREEN</p>","g","html-keyboard-response","95","310633","0.0-2.0-1.46","stroop","g","GREEN","green","Congruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","96","312635","0.0-2.0-0.47","fixation","","","","",""
"719","<p style='color:red;font-size:60pt;'>GREEN</p>","r","html-keyboard-response","97","313355","0.0-2.0-1.47","stroop","r","GREEN","red","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","98","315358","0.0-2.0-0.48","fixation","","","","",""
"673","<p style='color:blue;font-size:60pt;'>YELLOW</p>","b","html-keyboard-response","99","316032","0.0-2.0-1.48","stroop","b","YELLOW","blue","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","100","318035","0.0-2.0-0.49","fixation","","","","",""
"606","<p style='color:green;font-size:60pt;'>GREEN</p>","g","html-keyboard-response","101","318642","0.0-2.0-1.49","stroop","g","GREEN","green","Congruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","102","319644","0.0-2.0-0.50","fixation","","","","",""
"664","<p style='color:red;font-size:60pt;'>BLUE</p>","r","html-keyboard-response","103","320309","0.0-2.0-1.50","stroop","r","BLUE","red","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","104","322311","0.0-2.0-0.51","fixation","","","","",""
"696","<p style='color:yellow;font-size:60pt;'>GREEN</p>","y","html-keyboard-response","105","323009","0.0-2.0-1.51","stroop","y","GREEN","yellow","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","106","324011","0.0-2.0-0.52","fixation","","","","",""
"549","<p style='color:yellow;font-size:60pt;'>BLUE</p>","y","html-keyboard-response","107","324561","0.0-2.0-1.52","stroop","y","BLUE","yellow","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","108","326563","0.0-2.0-0.53","fixation","","","","",""
"854","<p style='color:red;font-size:60pt;'>GREEN</p>","r","html-keyboard-response","109","327418","0.0-2.0-1.53","stroop","r","GREEN","red","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","110","328420","0.0-2.0-0.54","fixation","","","","",""
"686","<p style='color:green;font-size:60pt;'>YELLOW</p>","b","html-keyboard-response","111","329107","0.0-2.0-1.54","stroop","g","YELLOW","green","Incongruent","false"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","112","330109","0.0-2.0-0.55","fixation","","","","",""
"593","<p style='color:green;font-size:60pt;'>RED</p>","g","html-keyboard-response","113","330704","0.0-2.0-1.55","stroop","g","RED","green","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","114","332706","0.0-2.0-0.56","fixation","","","","",""
"741","<p style='color:blue;font-size:60pt;'>GREEN</p>","b","html-keyboard-response","115","333448","0.0-2.0-1.56","stroop","b","GREEN","blue","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","116","335451","0.0-2.0-0.57","fixation","","","","",""
"1056","<p style='color:green;font-size:60pt;'>BLUE</p>","g","html-keyboard-response","117","336508","0.0-2.0-1.57","stroop","g","BLUE","green","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","118","337509","0.0-2.0-0.58","fixation","","","","",""
"776","<p style='color:red;font-size:60pt;'>RED</p>","r","html-keyboard-response","119","338286","0.0-2.0-1.58","stroop","r","RED","red","Congruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","120","339288","0.0-2.0-0.59","fixation","","","","",""
"514","<p style='color:yellow;font-size:60pt;'>RED</p>","y","html-keyboard-response","121","339803","0.0-2.0-1.59","stroop","y","RED","yellow","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","122","340806","0.0-2.0-0.60","fixation","","","","",""
"583","<p style='color:blue;font-size:60pt;'>RED</p>","b","html-keyboard-response","123","341391","0.0-2.0-1.60","stroop","b","RED","blue","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","124","342393","0.0-2.0-0.61","fixation","","","","",""
"707","<p style='color:red;font-size:60pt;'>YELLOW</p>","r","html-keyboard-response","125","343101","0.0-2.0-1.61","stroop","r","YELLOW","red","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","126","344102","0.0-2.0-0.62","fixation","","","","",""
"506","<p style='color:yellow;font-size:60pt;'>YELLOW</p>","y","html-keyboard-response","127","344609","0.0-2.0-1.62","stroop","y","YELLOW","yellow","Congruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","128","346611","0.0-2.0-0.63","fixation","","","","",""
"448","<p style='color:blue;font-size:60pt;'>BLUE</p>","b","html-keyboard-response","129","347060","0.0-2.0-1.63","stroop","b","BLUE","blue","Congruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","130","348063","0.0-2.0-0.64","fixation","","","","",""
"549","<p style='color:yellow;font-size:60pt;'>RED</p>","y","html-keyboard-response","131","348613","0.0-2.0-1.64","stroop","y","RED","yellow","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","132","349616","0.0-2.0-0.65","fixation","","","","",""
"526","<p style='color:yellow;font-size:60pt;'>BLUE</p>","b","html-keyboard-response","133","350143","0.0-2.0-1.65","stroop","y","BLUE","yellow","Incongruent","false"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","134","351146","0.0-2.0-0.66","fixation","","","","",""
"729","<p style='color:blue;font-size:60pt;'>GREEN</p>","b","html-keyboard-response","135","351876","0.0-2.0-1.66","stroop","b","GREEN","blue","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","136","353878","0.0-2.0-0.67","fixation","","","","",""
"460","<p style='color:blue;font-size:60pt;'>BLUE</p>","b","html-keyboard-response","137","354340","0.0-2.0-1.67","stroop","b","BLUE","blue","Congruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","138","356342","0.0-2.0-0.68","fixation","","","","",""
"641","<p style='color:blue;font-size:60pt;'>YELLOW</p>","b","html-keyboard-response","139","356984","0.0-2.0-1.68","stroop","b","YELLOW","blue","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","140","357986","0.0-2.0-0.69","fixation","","","","",""
"909","<p style='color:blue;font-size:60pt;'>RED</p>","b","html-keyboard-response","141","358896","0.0-2.0-1.69","stroop","b","RED","blue","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","142","360898","0.0-2.0-0.70","fixation","","","","",""
"585","<p style='color:red;font-size:60pt;'>YELLOW</p>","r","html-keyboard-response","143","361483","0.0-2.0-1.70","stroop","r","YELLOW","red","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","144","362486","0.0-2.0-0.71","fixation","","","","",""
"527","<p style='color:yellow;font-size:60pt;'>GREEN</p>","y","html-keyboard-response","145","363014","0.0-2.0-1.71","stroop","y","GREEN","yellow","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","146","365016","0.0-2.0-0.72","fixation","","","","",""
"450","<p style='color:yellow;font-size:60pt;'>YELLOW</p>","y","html-keyboard-response","147","365467","0.0-2.0-1.72","stroop","y","YELLOW","yellow","Congruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","148","367469","0.0-2.0-0.73","fixation","","","","",""
"641","<p style='color:red;font-size:60pt;'>BLUE</p>","g","html-keyboard-response","149","368110","0.0-2.0-1.73","stroop","r","BLUE","red","Incongruent","false"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","150","369113","0.0-2.0-0.74","fixation","","","","",""
"470","<p style='color:green;font-size:60pt;'>GREEN</p>","y","html-keyboard-response","151","369584","0.0-2.0-1.74","stroop","g","GREEN","green","Congruent","false"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","152","370586","0.0-2.0-0.75","fixation","","","","",""
"933","<p style='color:green;font-size:60pt;'>YELLOW</p>","g","html-keyboard-response","153","371519","0.0-2.0-1.75","stroop","g","YELLOW","green","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","154","373522","0.0-2.0-0.76","fixation","","","","",""
"629","<p style='color:red;font-size:60pt;'>RED</p>","r","html-keyboard-response","155","374152","0.0-2.0-1.76","stroop","r","RED","red","Congruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","156","375155","0.0-2.0-0.77","fixation","","","","",""
"818","<p style='color:green;font-size:60pt;'>BLUE</p>","g","html-keyboard-response","157","375974","0.0-2.0-1.77","stroop","g","BLUE","green","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","158","376976","0.0-2.0-0.78","fixation","","","","",""
"707","<p style='color:red;font-size:60pt;'>GREEN</p>","r","html-keyboard-response","159","377683","0.0-2.0-1.78","stroop","r","GREEN","red","Incongruent","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","160","379685","0.0-2.0-0.79","fixation","","","","",""
"608","<p style='color:green;font-size:60pt;'>RED</p>","r","html-keyboard-response","161","380295","0.0-2.0-1.79","stroop","g","RED","green","Incongruent","false"
